Edoovillage,Date created,Hubs,Needed (N),In transit (T),Delivered (D),Remaining (R = N-T-D),% Completed,Number of students,Status,Country,Completed
"Edoovillage #1016 - Kenya, Siaya: Siaya Kenya Children Foundation - SKCF",2017-09-17,Labdoo Hub Zürich (Schweiz),16,0,16,0,100,58,completed,Kenya,1
"Edoovillage #1017 - Tanzania, Dimani: Dimani Primary School",2017-09-22,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),35,0,37,0,100,600,completed,Tanzania,1
"Edoovillage #1018 - Guinea, Conakry: Fodeya - Guinea, Region Kindia,  Schule in Fodeya",2017-09-25,Labdoo Annahmestelle 28215 Bremen (Hub) | Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),3,0,4,0,100,78,completed,Guinea,1
"Edoovillage #1019 - Guinea, Conakry: Kanty School, Guinea, Region Kindia",2017-09-25,Labdoo Annahmestelle 28215 Bremen (Hub) | Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),3,0,3,0,100,88,completed,Guinea,1
"Edoovillage #1020 - Guinea, Conakry: Wondikhoure, Region Kindia, Guinea",2017-09-25,Labdoo Annahmestelle 28215 Bremen (Hub) | Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),3,0,3,0,100,93,completed,Guinea,1
"Edoovillage #1021 - Ethiopia, Axum: Laptops für die Megabit-18-Schule im nordäthiopischen Axum – für eine bessere Bildung – für ein besseres Leben",2017-09-25,Labdoo Annahmestelle 90402 Nürnberg (Hub),40,0,24,16,60,1000,open,Ethiopia,0
"Edoovillage #1022 - Senegal, M´bour: École Latir Diouf | Axatin eV",2017-09-27,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),10,0,7,3,70,136,open,Senegal,0
"Edoovillage #1023 - Germany, Mülheim an der Ruhr: Flüchtlingsunterkunft Holzstraße | Johanniter-Unfall-Hilfe e.V.",2017-09-28,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),0,0,0,0,0,76,completed,Germany,1
"Edoovillage #1024 - Nigeria, Akabo: Father Philip Agu Spiritan Academy",2017-10-02,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),21,0,21,0,100,292,completed,Nigeria,1
"Edoovillage #1025 - Ethiopia, Mekele : Ayder Elementary school | Etiopia Witten e.V.",2017-10-03,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),21,0,11,10,52,850,open,Ethiopia,0
"Edoovillage #1026 - Somalia, Gailey: Qalax Secondary School,  Gabiley, Somaliland",2017-10-07,Labdoo Annahmestelle 53173 Bonn: Ulrich Egger (Hub),10,0,5,5,50,980,open,Somalia,0
"Edoovillage #1027 - Nigeria, Awkuzu: Mater Dei Secondary School | Perspektiven für Nigeria e.V.",2017-10-11,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),48,0,48,0,100,230,completed,Nigeria,1
"Edoovillage #1028 - Tanzania, Nainokanoka: Maasai Community Development Center at Nainokanoka “Nainovation”",2017-10-13,Labdoo Annahmestelle 90402 Nürnberg (Hub),10,2,9,0,100,18,completed,Tanzania,1
"Edoovillage #1029 - Dominican Republic, Santo Domingo Este: FUDOMEMS",2017-10-15,Labdoo Hub Zürich (Schweiz),100,0,99,1,99,27502,open,Dominican Republic,0
"Edoovillage #1030 - Nepal, Phulkharka: Montari School",2017-10-17,Labdoo Hub Salzburg,8,0,8,0,100,8,completed,Nepal,1
"Edoovillage #1031 - Germany, Berlin: Villa Silvester (Träger Projekt-Q)",2017-10-20,Labdoo Annahmestelle 12051 Berlin: Wertraum | Die Wille gGmbH,4,0,5,0,100,4,completed,Germany,1
"Edoovillage #1032 - Uganda, Zinga: Proyecto Zinga",2017-10-23,Labdoo School Hub Madrid - IES Villablanca,10,11,0,0,100,115,completed,Uganda,1
"Edoovillage #1033 - Switzerland, Luzern: Universität Luzern - Schnupperuni für Flüchtlinge",2017-10-26,Labdoo Hub Zürich (Schweiz),35,0,19,16,54,50,completed,Switzerland,1
"Edoovillage #1034 - Uganda, Kalangala: Bbanga school in Uganda/Kalangala (Library and School)",2017-10-26,Labdoo Hub Salzburg | Labdoo Hub Wien:  SANI,20,3,31,0,100,35,open,Uganda,0
"Edoovillage #1035 - Germany, Krefeld: Redaktion Flüchtlingszeitung Hochschule Niederrhein | Hayat Krefeld",2017-10-27,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),2,0,2,0,100,5,completed,Germany,1
"Edoovillage #1001 - Uganda, Kampala: St. Paul Ggaba Demonstration School",2017-10-30,Labdoo Annahmestelle 12051 Berlin: Wertraum | Die Wille gGmbH,15,0,2,13,13,100,open,Uganda,0
"Edoovillage #1002 - Zambia, Chililabombwe: ZAMBIA - Computers Project",2017-11-01,Labdoo School Hub Vilafranca - Col·legi Vedruna Sant Elies,20,0,14,6,70,250,open,Zambia,0
"Edoovillage #1036 - Kenya, Nairobi: Bildung als Weg aus der Armut",2017-11-01,Labdoo Hub Zürich (Schweiz),9,0,8,1,88,10,completed,Kenya,1
"Edoovillage #1037 - Guinea, Foderika: Realschule und dem Gymnasium Foderika | Bildungsförderung Oberguinea e.V.",2017-11-05,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),32,0,32,0,100,200,completed,Guinea,1
"Edoovillage #1038 - South Korea, kunsan: Computers for Children in Kunsan",2017-11-08,Labdoo Hub California (South),5,0,1,4,20,28,completed,South Korea,1
"Edoovillage #1039 - Switzerland, Zurich: Solinetz Zürich",2017-11-10,Labdoo Hub Zürich (Schweiz),6,0,0,6,0,20,completed,Switzerland,1
"Edoovillage #1040 - Zimbabwe, Kariyangwe: Kariyangwe Mission Primary School",2017-11-11,Labdoo Hub Salzburg,10,0,13,0,100,850,completed,Zimbabwe,1
"Edoovillage #1041 - Spain, Barcelona: Fundación Obinso Obra d' Integració Social",2017-11-13,Labdoo Hub Barcelona @I2CAT Campus Nord,1,0,1,0,100,1,completed,Spain,1
"Edoovillage #1042 - Germany, Dinslaken: Flüchtlings- / Integrationsprojekte (Private Initiativen)",2017-11-16,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),1,0,1,0,100,10,completed,Germany,1
"Edoovillage #1043 - Congo (Kinshasa), Makomeno: Complexe scolaire le palmier | Donaly Malungu",2017-11-19,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),56,0,56,0,100,940,completed,Congo (Kinshasa),1
"Edoovillage #1044 - Togo, Lome: Ecole CFPPS KINGs Tech | Donaly Malungu",2017-11-19,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),145,0,145,0,100,1900,completed,Togo,1
"Edoovillage #1045 - India, Aizawl : Extension of Mangil's Library Project, Mizoram, India",2017-11-20,Labdoo Hub Barcelona @I2CAT Campus Nord | Labdoo City Hub Sant Cugat,4,0,5,0,100,293,open,India,0
"Edoovillage #1046 - Germany, Erkrath: Mentoring und Integration | Du-Ich-Wir eV",2017-11-21,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),2,0,2,0,100,80,completed,Germany,1
"Edoovillage #1047 - Belarus, Zhodino: Kinderisolator Zhodino | Initiative Tschernobyl-Kinder eV",2017-11-23,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),3,0,3,0,100,25,completed,Belarus,1
"Edoovillage #1048 - Romania, Baia Commune: Fundatia FARA - Media Center for Disadvantaged Children",2017-11-23,Labdoo Hub Zürich (Schweiz),15,0,5,10,33,25,open,Romania,0
"Edoovillage #1049 - Bosnia and Herzegovina, Jajce: Zentrale Schule Kruščica | Leben und Lernen in Bosnien e.V.",2017-11-25,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),35,0,35,0,100,433,completed,Bosnia and Herzegovina,1
"Edoovillage #1050 - China, Shenzhen City: 中国娃俱乐部",2017-11-26,WeServe Leadership Program | Labdoo Hub California (South),30,0,2,28,6,0,completed,China,1
"Edoovillage #1051 - Kenya, Mwala: Kibau Primary School - Ordre del Carme (Carmelites)",2017-11-29,Labdoo School Hub Vilafranca - Col·legi Vedruna Sant Elies | Labdoo School Hub Vilafranca - INS Eugeni d'ORS,2,0,2,0,100,272,completed,Kenya,1
"Edoovillage #1052 - Kenya, Mwala: Mussalani Primary School - Ordre del Carme (Carmelites)",2017-11-29,Labdoo School Hub Vilafranca - Col·legi Vedruna Sant Elies | Labdoo School Hub Vilafranca - INS Eugeni d'ORS,2,0,2,0,100,272,completed,Kenya,1
"Edoovillage #1053 - Malawi, Rumphi: Roscher Youth Development Centre | Support Malawi eV",2017-11-30,Labdoo Annahmestelle 69207 Sandhausen / Rhein-Neckar: Heinrich Wegener (Hub),6,0,6,0,100,30,completed,Malawi,1
"Edoovillage #1054 - Germany, Mönchengladbach: GGS Gemeinschaftsgrundschule Pesch Förderung Seiteneinsteigerkinder",2017-11-30,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),0,0,0,0,0,31,completed,Germany,1
"Edoovillage #1055 - Zambia, Livingstone: Nekacheya School (PIECES)",2017-11-30,Labdoo Hub Zürich (Schweiz),22,0,22,0,100,280,completed,Zambia,1
"Edoovillage #1056 - Indonesia, Makassar: Makassar Tourism Polytechnic (PIECES)",2017-11-30,Labdoo Hub Zürich (Schweiz),15,0,15,0,100,180,completed,Indonesia,1
"Edoovillage #1057 - Brazil, Sao Paulo - CEP: Arco Association Day-Care (PIECES)",2017-11-30,Labdoo Hub Zürich (Schweiz),25,0,21,4,84,600,completed,Brazil,1
"Edoovillage #1058 - Mexico, Rosarito: Castillo Fuerte Educational Center",2017-12-03,Labdoo Hub- Kingdom Builders Ministry | Labdoo Hub California (South),20,0,17,3,85,43,completed,Mexico,1
"Edoovillage #1059 - Germany, Fürth: Fachakademie für Sozialpädagogik",2017-12-03,Labdoo Annahmestelle 90402 Nürnberg (Hub),1,0,1,0,100,130,completed,Germany,1
"Edoovillage #1060 - South Korea, Seongnam-si: Heavenly Dream School",2017-12-05,Labdoo Hub California (South),20,0,5,15,25,65,open,South Korea,0
"Edoovillage #1061 - Switzerland, Geneva: Association des Familles Monoparentales (AFM)",2017-12-07,Labdoo Hub Zürich (Schweiz),10,0,10,0,100,10,completed,Switzerland,1
"Edoovillage #1062 - Switzerland, Geneva: Codap",2017-12-07,Labdoo Hub Zürich (Schweiz),3,0,3,0,100,10,completed,Switzerland,1
"Edoovillage #1063 - Switzerland, Geneva: Plateform Interreligieuse",2017-12-07,Labdoo Hub Zürich (Schweiz),3,0,3,0,100,6,completed,Switzerland,1
"Edoovillage #1064 - Switzerland, Troinex: COS",2017-12-07,Labdoo Hub Zürich (Schweiz),13,0,13,0,100,60,completed,Switzerland,1
"Edoovillage #1065 - Greece, Athens: Match & Teach Me for Integration | REvive Greece",2017-12-08,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub) | Labdoo Hub Salzburg,20,0,20,0,100,20,completed,Greece,1
"Edoovillage #1066 - Morocco, Errachidia: AL AKWAM de Taouz",2017-12-08,Labdoo School Hub Madrid - IES Villablanca,20,0,20,0,100,372,completed,Morocco,1
"Edoovillage #1067 - Kenya, Mombasa: Tsunza Village - Computers for rural Kenya",2017-12-09,Escola Monlau ,5,0,2,3,40,5,open,Kenya,0
"Edoovillage #1068 - Ghana, Kuntanase: Catholic Basic School",2017-12-14,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),24,1,4,19,20,360,open,Ghana,0
"Edoovillage #1069 - Sri Lanka, Wattala: Paalam International School | Face to Face e.V.",2017-12-18,Labdoo Hub Zürich (Schweiz) | Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),9,0,9,0,100,200,completed,Sri Lanka,1
"Edoovillage #1070 - Sri Lanka, Jaffna: Paalam International School | Face to Face e.V.",2017-12-18,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),7,0,7,0,100,100,completed,Sri Lanka,1
"Edoovillage #1071 - Taiwan, NanTou : Nantou Kindness Home",2017-12-19,Labdoo Hub California (South),5,0,1,4,20,60,completed,Taiwan,1
"Edoovillage #1072 - Peru, Cayma: Arequipa School (PIECES)",2017-12-19,Labdoo Hub Zürich (Schweiz),4,0,4,0,100,70,completed,Peru,1
"Edoovillage #1073 - Senegal, cabrousse: Senegal, Mädchen-Wohngemeinschaft in Oussouye",2017-12-19,Labdoo Hub Salzburg,10,0,13,0,100,20,completed,Senegal,1
"Edoovillage #1075 - Madagascar, Talata: Kinder von Talata",2017-12-20,Labdoo Hub Salzburg,10,0,5,5,50,750,open,Madagascar,0
"Edoovillage #1076 - Ghana, Adenta Accra: Preparatory and Junior high School and Sowa Din Memorial | BKVGS",2017-12-24,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),20,0,20,0,100,600,completed,Ghana,1
"Edoovillage #1077 - Bangladesh, Ibrahimpur: Village School | Den Kindern zuliebe eV",2017-12-24,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),20,0,0,20,0,1250,open,Bangladesh,0
"Edoovillage #1078 - Bosnia and Herzegovina, Bihac: Schule Izacic Kamenica | Leben und Lernen in Bosnien e.V.",2017-12-24,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),24,0,24,0,100,534,completed,Bosnia and Herzegovina,1
"Edoovillage #1079 - Switzerland, Bachenbülach: PC-Kurs für Asylbewerber 'Im Baumgarten'",2017-12-28,Labdoo Hub Zürich (Schweiz),0,0,0,0,0,6,completed,Switzerland,1
"Edoovillage #1080 - Ghana, Accra: Perfect High Senior School | St. Hildegardis Gymnasium",2017-12-29,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),13,0,13,0,100,200,completed,Ghana,1
"Edoovillage #1081 - Spain, Badalona: Projecte Coco - Comunicació comunitària",2018-01-01,Grassroots,2,0,2,0,100,20,completed,Spain,1
"Edoovillage #1082 - Ghana,  Aflao:  Home of Brains | On The Move eV",2018-01-05,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),45,0,25,20,55,2326,open,Ghana,0
"Edoovillage #1083 - Dominican Republic, Jarabacoa: OpenStreetMap Central American and Caribbean Community",2018-01-10,Labdoo Hub Taipei @EWB-Taiwan,3,0,0,3,0,7,completed,Dominican Republic,1
"Edoovillage #1084 - Cambodia, Siem Reap: Rotary Club Angkor - Siem Reap",2018-01-10,Labdoo Hub Taipei @EWB-Taiwan,20,0,0,20,0,2480,open,Cambodia,0
"Edoovillage #1085 - Cambodia, Wat Kor / Kampongseyma village: Countryside Class |  Seed of Small Beginnings",2018-01-10,Labdoo Hub Zürich (Schweiz) | Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),6,0,3,3,50,145,open,Cambodia,0
"Edoovillage #1086 - Pakistan, Gujranwala: IT for Zeph Girls",2018-01-14,Grassroots | Labdoo Hub California (South) | Labdoo School Hub Vilafranca - Col·legi Vedruna Sant Elies,20,0,4,16,20,36,open,Pakistan,0
"Edoovillage #1087 - Uganda, Nakivale / Isingiro: Opportunity hub for refugees | OPPORTUNIGEE",2018-01-17,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),14,0,14,0,100,42,completed,Uganda,1
"Edoovillage #1088 - Kenya, Kisumu: Open Learning Exchange Kisumu Digital School Project",2018-01-22,Labdoo Hub Upper West - New York,20,0,2,18,10,400,open,Kenya,0
"Edoovillage #1089 - Ghana, Ahenkro: Ahenkro District Junior High School",2018-01-23,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),25,0,27,0,100,400,open,Ghana,0
"Edoovillage #1090 - India, Champhai: FOR LEARNING AND DEVELOPING for Bethel High School, Champhai, Mizoram, India",2018-01-24,Labdoo Hub Oxford,10,1,6,3,70,115,open,India,0
"Edoovillage #1091 - Cameroon, Bamenda: ACTWID vocational training center",2018-01-24,Labdoo Hub Zürich (Schweiz),50,0,45,5,90,500,completed,Cameroon,1
"Edoovillage #1092 - Germany, Duisburg: Duisentrieb - Offene Werkstatt | Gebag CityWohnpark",2018-01-25,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),19,0,19,0,100,60,completed,Germany,1
"Edoovillage #1093 - Switzerland, Bülach: OEKOWI",2018-01-26,Labdoo Hub Zürich (Schweiz),8,0,8,0,100,50,completed,Switzerland,1
"Edoovillage #1094 - Cameroon, Molyko, Buae, : Technology for Quality Education",2018-01-30,Grassroots | Labdoo Hub Upper West - New York | Labdoo Hub California (South),15,0,5,10,33,75,completed,Cameroon,1
"Edoovillage #1095 - Sierra Leone, Freetown: The Vidya Project",2018-01-30,Labdoo Hub Upper West - New York,10,0,6,4,60,200,open,Sierra Leone,0
"Edoovillage #1096 - Kenya, Ukunda: Diani Busara Junior School | Future for Kids Kenia e.V.",2018-01-31,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),20,0,0,20,0,400,open,Kenya,0
"Edoovillage #1097 - Kenya, nairobi: Don Bosco Boys Town",2018-02-01,Labdoo Annahmestelle 53173 Bonn: Ulrich Egger (Hub),10,0,10,0,100,400,completed,Kenya,1
"Edoovillage #1098 - Kenya, Kitui: Primary School Kitui",2018-02-01,Labdoo Annahmestelle 53173 Bonn: Ulrich Egger (Hub),10,0,0,10,0,78,completed,Kenya,1
"Edoovillage #1099 - Greece, Antissa, Lesbos: Senior High School | Krass in Athens",2018-02-02,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),4,0,0,4,0,93,open,Greece,0
"Edoovillage #1100 - South Africa, Kapstadt: Sammelprojekt Pfadfinder Scouts Africa | Nangu Thina eV",2018-02-07,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),22,0,22,0,100,80,completed,South Africa,1
"Edoovillage #1101 - Morocco, CITE SALAM: Association de sauvegarde et protection des sourds",2018-02-12,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),20,0,13,7,65,30,open,Morocco,0
"Edoovillage #1102 - Ghana, Odomase, Sunyani: Odomaseman Senior High School | Ghana Union Düsseldorf e.V.",2018-02-12,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),66,0,66,0,100,1226,completed,Ghana,1
"Edoovillage #1103 - Kenya, Kibera Nairobi: Globle Foundation School",2018-02-13,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),15,0,8,7,53,530,open,Kenya,0
"Edoovillage #1104 - Indonesia, Bekasi  : Serving kids |  Loving God,  Loving People",2018-02-16,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),2,0,2,0,100,100,completed,Indonesia,1
"Edoovillage #1105 - Bosnia and Herzegovina, Domanovici: Primary school",2018-02-16,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),20,0,20,0,100,295,completed,Bosnia and Herzegovina,1
"Edoovillage #1106 - Romania, Santana: Liceul Technologie 'Stefan Hell'  -  Learning by Doing",2018-02-16,Labdoo Hub Salzburg,12,0,2,10,16,380,open,Romania,0
"Edoovillage #1107 - Cameroon, Bassamba: Projecte Bandjuijong",2018-02-19,Labdoo Hub Manresa,1,0,6,0,100,23,open,Cameroon,0
"Edoovillage #1108 - Cameroon, Batié: Intercanvi correspondència i treballs informàtics Projecte Batié - Manresa",2018-02-19,Labdoo Hub Manresa,1,0,1,0,100,0,open,Cameroon,0
"Edoovillage #1109 - Myanmar, Naypyitaw: Myanmar Women and Children Development Foundation",2018-02-23,Labdoo Hub California (South),30,2,8,20,33,500,completed,Myanmar,1
"Edoovillage #1110 - Costa Rica, Alajuela: Sancarleños Emprendedores",2018-02-25,Labdoo Hub Manresa,6,3,1,2,66,20,open,Costa Rica,0
"Edoovillage #1111 - Romania, Santana: scoala-sfanta-ana",2018-02-26,Labdoo Hub Salzburg,12,0,6,6,50,156,open,Romania,0
"Edoovillage #1112 - United Kingdom, Brighton: Master’s thesis: A bioinformatics based study on ‘Signatures of mutational processes in cancer’",2018-02-27,Labdoo Hub Oxford,1,0,1,0,100,1,completed,United Kingdom,1
"Edoovillage #1113 - India, Dantu: Bridging the Digital empowerment gap between haves and have nots in Dantu, Jarkhand, India",2018-03-01,Labdoo Hub Oxford,20,0,3,17,15,260,open,India,0
"Edoovillage #1114 - Kenya, Nairobi: Judah Care Foundation Student Computer Literacy Programme",2018-03-02,Labdoo Hub California (South),10,0,9,1,90,176,open,Kenya,0
"Edoovillage #1115 - Spain, Madrid: Asociación de mujeres unidas contra el maltrato (MUM)",2018-03-02,Grassroots,3,0,3,0,100,6,open,Spain,0
"Edoovillage #1116 - Kenya, Kisumu City: Home of Brains | On The Move e.V.",2018-03-04,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),40,0,40,0,100,2950,completed,Kenya,1
"Edoovillage #1117 - Cameroon, Tiko: Educational Program for Orphans and underprivileged children in Tiko semi-urban slums | COREDA",2018-03-04,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),3,0,0,3,0,60,completed,Cameroon,1
"Edoovillage #1118 - Cambodia, Bech Khlok: Primary School | Seed of Small Beginnings",2018-03-04,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),3,0,3,0,100,70,completed,Cambodia,1
"Edoovillage #1119 - Germany, München: Flüchtlings- / Integrationshilfe | Social Bee gGmbH",2018-03-04,Labdoo Annahmestelle 80804 München (Hub) | Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),10,0,10,0,100,30,completed,Germany,1
"Edoovillage #1120 - Ghana, Abesowa  Juaben Ashanti: ICT Center for Abesowa DA JHS | Ghana Union Düsseldorf e.V.",2018-03-04,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),36,0,36,0,100,150,completed,Ghana,1
"Edoovillage #1121 - Germany, Krefeld: Selbstlernzentren | Flüchtlingskoordinatorin der Stadt Krefeld",2018-03-05,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),24,0,24,0,100,75,completed,Germany,1
"Edoovillage #1122 - Tanzania, Mbeya: Lunji Primary School | Barista Harry - Harrysta Coffee",2018-03-09,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),12,0,12,0,100,300,completed,Tanzania,1
"Edoovillage #1123 - Kenya, karaba: Mwea Wango Institute of Technology",2018-03-09,Labdoo Annahmestelle 53173 Bonn: Ulrich Egger (Hub),10,0,4,6,40,94,open,Kenya,0
"Edoovillage #1124 - Gambia, Jamwelly: Holland Gambian Foundation Sunshine School",2018-03-12,Labdoo Hub Zürich (Schweiz),34,0,34,0,100,150,completed,Gambia,1
"Edoovillage #1125 - Ghana, Ada Foah: Creació d’una estructura informàtica a l’hospital d’Ada Foah",2018-03-12,Escola Monlau  | Labdoo School Hub Vilafranca - Col·legi Vedruna Sant Elies,10,0,25,0,100,4,open,Ghana,0
"Edoovillage #1126 - Uganda, Kampala: Digital Literacy Program for Out-of-School Youth in Kampala",2018-03-12,Labdoo Hub California (South),20,0,16,4,80,40,completed,Uganda,1
"Edoovillage #1127 - Tanzania, Mtware: Secondary/Highschool Aquinas, Mtwara, Tansania",2018-03-13,Labdoo Annahmestelle 53173 Bonn: Ulrich Egger (Hub),30,0,20,10,66,523,open,Tanzania,0
"Edoovillage #1128 - Germany, Ostseebad Heringsdorf: Hort „Alte Feuerwache“",2018-03-17,Labdoo Annahmestelle 21035 Hamburg - Bergedorf:  PC112 PCFeuerwehr GmbH [nach Absprache geöffnet],5,0,5,0,100,130,completed,Germany,1
"Edoovillage #1129 - Cameroon, Nkoumissé-Sud: Brunnen- und Hygieneprojekt | IoG Ingenieure ohne Grenzen Aachen | Eau saine sans frontières",2018-03-24,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),3,0,3,0,100,100,completed,Cameroon,1
"Edoovillage #1130 - South Africa, Philippi, 7750: Educational- Computer Literacy and English learning programs for Children & Youth",2018-03-29,Labdoo Annahmestelle 28215 Bremen (Hub) | Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),30,0,1,29,3,450,open,South Africa,0
"Edoovillage #1131 - Switzerland, Geneva: Interactions",2018-04-01,Labdoo Hub Zürich (Schweiz),10,0,11,0,100,10,completed,Switzerland,1
"Edoovillage #1132 - Ghana, Accra: Advent Reformed Institute",2018-04-03,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),40,0,40,0,100,719,completed,Ghana,1
"Edoovillage #1133 - Uganda, Mukono: Martin Nkoyoyo Primary School and vocational training",2018-04-03,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),30,0,22,8,73,500,open,Uganda,0
"Edoovillage #1134 - Cameroon, Limbe: Goddy Tabi Bilingual Nursery and Primary School | GTA Schulverein eV",2018-04-07,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub) | Labdoo Annahmestelle 90402 Nürnberg (Hub),25,0,0,25,0,250,open,Cameroon,0
"Edoovillage #1135 - Jordan, Amman: Hilfe für eine Schule zur Unterstützung von autistischen Kindern in Amman",2018-04-09,Labdoo Annahmestelle 45478 MH / Rhein-Ruhr (Hub),1,0,1,0,100,7,completed,Jordan,1
